"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Likes,Shares,Comments,Saves,Reach,Follows
18592616425042443,17841404850706638,behindnumberdeux,"Nisha | Interiors & Lifestyle","Ad | A classic tablescape that will never go out of style ✨

You know those days when you’re hosting and the LAST thing you’ve thought about is the tablescape? 😅 You don’t need a full-blown Pinterest-worthy setup to make a table feel beautiful — just a few timeless essentials that can be styled differently season after season 🌿.

A placemat, napkin, napkin ring, candlelight and a simple floral centrepiece — proof that sometimes less really is more 🤍

But to make a tablescape feel timeless, you need to get the foundation right first — a solid wooden table and classic dining chairs. My Reina dining chairs from @barkerandstonehouse with their beautiful rattan backs are the perfect addition ✨

📌 Save this for your next last-minute hosting moment.

Timeless Interiors | Vintage Art | Vintage Interiors | Country Living | Nancy Meyers | Open Plan | Family Room | Victorian home style | Historic home | Classic design | Elegant home | English country house | Heritage home | Studio McGee Style | Vintage Interiors | Collected home, Interior design | Old-world elegance | Kitchen Remodel | Kitchen Inspo | Kitchen Design Ideas | Kitchen Renovation | Dinner Table Styling | Dining Table Inspo | Timeless Tablescape | Table Setting | Modern Heritage",0,"05/30/2026 23:00",https://www.instagram.com/p/DY_gFKyDLGg/,"IG carousel",,Lifetime,17706,243,5,190,0,,
18412037416146683,17841406875494381,life_at_the_lodge,"Life At The Lodge","AD. Come and style my sofa with me.

Styling the new Providence corner sofa couldn’t be easier for that instantly elevated look. The perfectly paired cushions just need a quick plump for a refined, fully styled feel in seconds.

I’ve added Barker and Stonehouse lanterns for a soft Balearic inspired touch, effortless style with minimal effort.

Finished with a relaxed linen throw draped over the sofa, perfect for cosy evenings when the temperature cools down. 

Effortless, easy, styling, all day long.

#sofastyle #neutralhome #neutralkitchen #modularsofa #neutralsofa",28,"05/30/2026 00:01",https://www.instagram.com/reel/DY9B7h2IReN/,"IG reel",,Lifetime,10517,118,10,41,0,,
17930456193298731,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Few design partnerships stand the test of time, but the relationship between Barker and Stonehouse and ercol has endured for more than 80 years. Built on shared values of craftsmanship, quality and thoughtful design, it is a collaboration that has shaped British interiors for generations.

With the fourth generation now stepping forward in both family businesses, George Barker and Henry Tadros reflect on the 80 year journey together.",54,"05/29/2026 09:00",https://www.instagram.com/reel/DY7bFysODpp/,"IG reel",,Lifetime,4303,71,7,3,2,3259,3
17925638901342977,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Garden season starts here… 🌿

From laid-back lounge sets to alfresco dining favourites, our latest outdoor collection is in store and ready for summer hosting, slow mornings and sunny evenings🌞

Visit your nearest Barker and Stonehouse store to shop the collection 🛒",20,"05/28/2026 09:30",https://www.instagram.com/reel/DY45yPSOlQE/,"IG reel",,Lifetime,4824,35,1,0,4,4152,0
18092860433582599,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Our accessories clearance event is now on! 📢 Shop now for up to 70% off finishing touches to make your house feel like a home.",0,"05/27/2026 10:30",https://www.instagram.com/p/DY2b076DHEU/,"IG carousel",,Lifetime,10037,41,9,0,3,4259,0
18004385054926725,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Where you'll find us this week ☀️

From morning coffee to sunset drinks, our garden furniture is made for every outdoor moment 🌿",0,"05/26/2026 09:03",https://www.instagram.com/p/DYztAaKlgHQ/,"IG carousel",,Lifetime,3895,31,1,1,3,1852,0
18410774620146693,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","From beautifully crafted beds to on‑trend bedside tables, discover our spring favourites designed to bring effortless style and comfort to your bedroom.

Celebrate 80 years of us this spring with up to 19.46% off our latest collections. But hurry - offers end Bank Holiday Monday!",22,"05/24/2026 01:00",https://www.instagram.com/reel/DYtsOgSuQSL/,"IG reel",,Lifetime,3354,29,3,1,6,2880,0
17998880045951286,17841406875494381,life_at_the_lodge,"Life At The Lodge","AD - Bank holiday bliss.

Escape to effortless Mediterranean inspired living with the Tavira garden dining table and chairs, where laid back luxury meets contemporary style. With its timeless design and beautifully refined detailing, this statement set captures the essence of long sun soaked alfresco lunches, warm evenings, and relaxed outdoor entertaining. 

The perfect dining set ready to transform your outdoor space, into a chic Mediterranean retreat with an island feel.",31,"05/23/2026 04:00",https://www.instagram.com/reel/DYrb6Usoane/,"IG reel",,Lifetime,17749,312,21,68,0,,
17947843296176125,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","When our beach photoshoot made the local news, we just had to come back - and this time, we brought gifts! 🎁 

Huge thank you to the people of Saltburn-by-the-Sea for being such great fun and making us feel so welcome!",32,"05/22/2026 08:09",https://www.instagram.com/reel/DYpTWkHsxr7/,"IG reel",,Lifetime,6015,92,17,3,2,4243,0
18147099007497974,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Throwback to filming day! 🎬

Wondering what inspired our new TV ad, ‘The Curtain Twitchers’? Find out the story behind number 46, as we celebrate our 80th anniversary.",66,"05/19/2026 09:50",https://www.instagram.com/reel/DYhw6UEuqA-/,"IG reel",,Lifetime,4401,71,17,7,6,3376,4
17882782563418213,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","UP TO 70% OFF ACCESSORIES 📢

Now's the perfect time to refresh your home décor for less with our big accessories clearout! Save 20% off all accessories online and in store. PLUS up to 70% off selected items in stores only!

From statement clocks and lighting to stylish wall art, mirrors and more – there are some real bargains to be found.",0,"05/18/2026 08:31",https://www.instagram.com/p/DYfDHE9ALKy/,"IG image",,Lifetime,2923,15,2,0,3,1915,0
17867938725619168,17841406875494381,life_at_the_lodge,"Life At The Lodge","AD New sofa day

Introducing the Providence sofa from @barkerandstonehouse a piece that completely transformed the space.

From the moment I saw the Providence, it was love at first sight. The timeless design, the detailing, the effortless style, it was exactly the look I had envisioned for our open plan living space.

Comfort was just as important to me as aesthetics, and this sofa truly delivers both. Deep, luxurious, and unbelievably comfortable, the kind of sofa everyone naturally gravitates to.

I love the modular design for its versatility and perfectly tailored feel within the room, alongside the endless fabric options that made the whole process feel so personal and bespoke.

We chose the Tyne Bouclé in Sand, the most beautiful soft neutral that brings warmth and light to the space whilst still feeling practical for everyday living. Finished with matching scatter cushions and additional touches of Ryeland Latte for added texture.

A forever piece, that was made for this space.

#modularsofa #newsofa #britishdesign #interiordesign #openplanliving",30,"05/15/2026 23:49",https://www.instagram.com/reel/DYY9mAOIKTd/,"IG reel",,Lifetime,14214,154,15,45,0,,
17993826350959209,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Country styling, timeless design🤎

Crafted from beautifully reclaimed timber, the Covington Bench brings warmth, character and that perfectly lived-in feel to every dining space. 

Think slow mornings, long lunches and cosy evenings spent together.

Shop the Covington collection now🛒",18,"05/14/2026 09:02",https://www.instagram.com/reel/DYUzVprMniX/,"IG reel",,Lifetime,9475,30,2,2,1,7250,1
17979902967008147,17841409465920317,stripesinthecity,Anna,"New dining chair unboxing 🫶🏻✨🙌🏻

We are redoing our banquette seating area! I haven’t spoken about it in detail on here properly yet but you may have heard me on stories talking about our new cushions that are currently being made. We did the seating area quite quickly just after we’d moved in so that we’d have somewhere to sit and eat after a long day of renovating which was definitely the right call. 
However, now that we’ve been in the house a little while it’s in need of some modifications and a bit of work. We actually have some new plinth on order, someone is coming to sort out our flooring once and for all and James is going to redo the actual bench seating. We’re also going to change the art to something a bit more sympathetic to the space, possibly two stacked frames and I also need to do some painting touch ups. 

So lots going on and lots to look forward to, so I hope you’ll stick around ✨ 

The beautiful new chair is from @barkerandstonehouse and it was a pr gift 🫶🏻",86,"05/14/2026 08:51",https://www.instagram.com/reel/DYUx94gs2nZ/,"IG reel",,Lifetime,10675,197,2,35,7,,
18051244145739067,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Say hello to Clover, the latest addition to our @englishheritage sofa range 🌼

Clover is inspired by English Heritage's conservation work to restore England's wildflower meadows.

The sofa’s design, with neat scroll arms and gently curved back cushions, offers tactile comfort, and comes in a choice of soft� linen or classic distressed chenille.",0,"05/12/2026 10:01",https://www.instagram.com/p/DYPwhB-juCo/,"IG carousel",,Lifetime,3817,22,2,1,3,1930,0
18099906092092065,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","It’s all in the details ✨

Those vintage finds, treasured pieces and little touches that make a house feel like home.",20,"05/11/2026 10:30",https://www.instagram.com/reel/DYFgvZPuVFW/,"IG reel",,Lifetime,2201,29,1,0,0,1910,2
18110056820495244,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Meet the stars of our latest TV ad ✨ From bold dining sets to effortlessly stylish console tables, designed to elevate every corner of your home.",20,"05/10/2026 07:55",https://www.instagram.com/reel/DYKYoC8ucDU/,"IG reel",,Lifetime,1966,31,0,0,3,1623,1
18105049259510784,17841406875494381,life_at_the_lodge,"Life At The Lodge","AD Come sofa shopping with me at Barker and Stonehouse.

I’m currently searching for a new sofa. Comfort is the priority, alongside a modular design and a timeless aesthetic that will work beautifully for years to come.

So naturally, I headed @barkerandstonehouse , known for their beautifully curated furniture and focus on quality craftsmanship. With so many stunning designs to choose from, I knew this was going to be a very good day.

What I loved most was how customisable everything felt. From the fabric choices to the different configurations, it really felt like I could create something perfectly suited to my space and style. The staff were so friendly knowledgeable too, talking me through all the options and helping bring my vision to life.

After browsing, I headed up to Chadwick & Co for a bite to eat while I thought over my favourites and made my final decision.

Can you guess which one I chose? There are definitely a few clues throughout… 

#newsofa #sofadesign #barkerandstonehouse #sofashopping",45,"05/08/2026 23:02",https://www.instagram.com/reel/DYG2i69o7fu/,"IG reel",,Lifetime,11610,104,7,32,0,,
18092908454228044,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Milan Design Week 2026: through the eyes of our Creative Director 🇮🇹

Swipe to see the colours, textures and details that caught our attention this year. Stay tuned to see where this inspiration takes us next...",0,"05/08/2026 09:30",https://www.instagram.com/p/DYFZ2sFDJEN/,"IG carousel",,Lifetime,6681,66,21,7,8,3230,1
17919497424146840,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Round tables + neutral chairs = the perfect combination 👌

Swipe to see some of our favourite dining looks, styled by you.

@martabarlettatheone
@herlondonresidence
@atnumberfiftyseven
@athomewiththenicholsfamily
@our2025foreverhome",0,"05/07/2026 08:30",https://www.instagram.com/p/DYCuMUjjbxw/,"IG carousel",,Lifetime,6950,42,5,1,4,3324,0
18076817903192819,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Style the Savernake Bookcase with us📚

For our Club Classic look, we combined modern favourites with vintage finds, layering old and new to create a look that feels timeless yet personal.

Save this for your next shelf refresh 🙌🏼",24,"05/06/2026 10:30",https://www.instagram.com/reel/DX7NiyfOCA-/,"IG reel",,Lifetime,1870,22,0,2,2,1691,0
18093612710177819,17841458466454655,houseofhetheringtons,"Georgia Hetherington | House of Hetheringtons","ad @barkerandstonehouse UNDERSTOOD the brief...

...to feel like we’re on holiday at home 🍓

Obsessed with our dreamy new outdoor set up. I head back to work after 13 months on maternity leave in two weeks and the idea of attending Zoom meetings from the comfort of our new patio is making that prospect a little bit easier ☕ 💻

I have been so impressed with the quality of this set, and not to mention it came fully assembled, which made the whole process SO much easier. The delivery guys were great and brought it right to our garden, I didn’t even need to lift a finger!

#patioinspo #patiofurniture #gardeninspo #barkerandstonehouse",0,"05/03/2026 23:15",https://www.instagram.com/p/DX6AT27DXxO/,"IG carousel",,Lifetime,,97,4,33,0,,
18079878599431291,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Bank Holiday plans: sorted 🌿☀️

Stretch out, soak up the sun and make the most of the long weekend with our garden collection. 

Shop this weekend and save an extra £50 off when you spend £500 on garden furniture.",0,"05/03/2026 01:01",https://www.instagram.com/p/DX3np3bDQ_t/,"IG carousel",,Lifetime,4935,34,0,3,0,2411,0
18043297823556091,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Did you know you can now shop Barker and Stonehouse at Jarrolds Norwich?

@jarroldnorwich is a true icon that has been part of the city since 1770, and we’re proud to be part of the story.

Come and take a look around, we think you’ll love it!

📍 Barker and Stonehouse, Jarrolds Department Store, 1-11 London Street, Norwich.",31,"05/02/2026 02:30",https://www.instagram.com/reel/DX1NBLyu5QD/,"IG reel",,Lifetime,9142,97,2,1,1,7255,7
18071376056306300,17841458466454655,houseofhetheringtons,"Georgia Hetherington | House of Hetheringtons","ad Pass the Lays and Fanta Lemon, cus this new set-up is giving HOLIDAY 🌞🍋

I’m THRILLED with our new outdoor furniture from @barkerandstoneshouse. I’m the most antisocial person you’ll ever meet, but you best believe I’ve been inviting people round non-stop since this was delivered and everyone’s said it makes them feel like they’re on holiday. It’s such a beautiful set - the shape, the colour, the material, everything! Not to mention the adjustable table, making it perfect for both casual drinks, or al fresco dining. 

If you need me this summer, find me here 🍹

#patioinspo #patiofurniture #gardeninspo #barkerandstonehouse",13,"04/30/2026 23:00",https://www.instagram.com/reel/DXyQKWFM3ur/,"IG reel",,Lifetime,128451,469,67,64,0,,
18085965296577952,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Spring Mood: Modern Metallics ✨

From statements pieces to accent accessories, metallics are shining this season. These re-imagined finishes feel fresh, calm and considered.",0,"04/30/2026 09:45",https://www.instagram.com/p/DXw1OIeDJm7/,"IG carousel",,Lifetime,4020,23,2,0,5,1917,1
18208480741328957,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Spring hosting starts here 🌿🍸

This Bank Holiday weekend, impress your guests with fresh florals, vintage touches and glassware worth showing off.",19,"04/28/2026 10:30",https://www.instagram.com/reel/DXrwv64OPeA/,"IG reel",,Lifetime,1941,21,2,0,2,1714,0
18117803734662258,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","The perfect outdoor escape 🍷🌼

A serene, sun‑kissed retreat brought to life with our Sirmione corner set styled by @katesgeorgianhome.",0,"04/26/2026 03:00",https://www.instagram.com/p/DXlzsX4mtHr/,"IG carousel",,Lifetime,5641,63,3,8,3,2835,0
18069829586437276,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Style notes for your spring bedroom🌷

Update your sleep space with fresh textures, soft layers and a calming colour palette for slower mornings and softer evenings.",0,"04/25/2026 10:00",https://www.instagram.com/p/DXj-95GmoE6/,"IG carousel",,Lifetime,4668,31,2,3,11,2219,4
18095316581033104,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","A day in the life of our Creative Stylist 🎨

Come behind the scenes on a shoot with Rhianon as she brings our spring vision to life.",32,"04/24/2026 09:00",https://www.instagram.com/reel/DXXKc46Orli/,"IG reel",,Lifetime,3761,75,10,15,5,2954,1
18053396048721833,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","From statement sofas to on‑trend coffee tables, discover our new‑season favourites designed to bring effortless style and comfort to your living space.

Celebrate 80 years of us this spring with up to 19.46% off our latest collections.",22,"04/23/2026 09:00",https://www.instagram.com/reel/DXUNoTjuVQL/,"IG reel",,Lifetime,2561,39,4,2,5,2055,2
18337965376175449,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Spring Mood: Blue Hues 💙

Soft blues are a breath of fresh air for the season ahead. A palette that feels calm, cool, and quietly confident.",0,"04/22/2026 08:01",https://www.instagram.com/p/DXcC9nODEwY/,"IG carousel",,Lifetime,4331,46,1,1,10,2107,0
18174408553359481,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Craving a bit of colour this spring? Take a look at some of our favourite colour choices to add warmth, contrast and a touch of softness this season👆🏼",15,"04/21/2026 08:40",https://www.instagram.com/reel/DXZiloPuzfQ/,"IG reel",,Lifetime,2303,41,2,4,6,1925,0
18092361701172976,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","When the table is the centrepiece ✨

Meet the Tavira dining set, made for effortless outdoor entertaining.

Shop our garden offers this weekend in store and online, with free delivery and extra savings on selected pieces!",0,"04/19/2026 01:01",https://www.instagram.com/p/DXTkbhoDqaG/,"IG carousel",,Lifetime,5532,67,5,6,8,2823,0
18099920308977335,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","More than just a furniture store💫

Step inside our Gateshead store, where beautiful interiors come together with a little something extra.

Browse our latest furniture collections, then take a break at our in‑house bistro, Chadwick & Co, serving delicious Mediterranean‑inspired dishes, desserts and drinks ☕🍽️

Visit your nearest store this spring to explore our new season arrivals and exclusive offers. And to celebrate our 80th anniversary, enjoy up to 19.46% off furniture!

📍 Barker and Stonehouse, Metro Retail Park, NE11 9XS",52,"04/18/2026 10:00",https://www.instagram.com/reel/DXR9aPMOUs5/,"IG reel",,Lifetime,14198,112,13,5,10,11212,3
18079990379572249,17841438214611910,herlondonresidence,"Her London Residence","It’s not perfect, but our dining area is coming together nicely 🥺 Now we really need to get some curtains 😂 

#newhome #diningtable",14,"04/18/2026 00:52",https://www.instagram.com/reel/DXQ-gAvCleG/,"IG reel",,Lifetime,2956,38,4,4,0,,
17924410497295057,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","This is your sign to get your garden summer–ready ☀️🪴

Al fresco season is on the way, so now’s the time to upgrade your outdoor space. Our garden range has you covered with:

✔️ Delivered in 5–10 working days (get it in time for the Bank Holiday!)
✔️ 20% off the entire range
✔️ Free delivery

Your garden glow‑up starts now 🌿",5,"04/17/2026 09:00",https://www.instagram.com/reel/DXPRzFAudaM/,"IG reel",,Lifetime,3660,39,1,3,2,2765,0
17974478957861250,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","On set with the Ledbury sofa 🎥

The star of our Club Classic look, the Ledbury leather sofa brings warmth, texture, and effortless sophistication to any space. A true centrepiece that only gets better with time.",18,"04/16/2026 10:00",https://www.instagram.com/reel/DXMzzENusl8/,"IG reel",,Lifetime,3360,61,8,1,3,2757,1
18118683133564538,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Get to know our Club Classic look 🤎

Retro-inspired luxe meets modern ease, with warm woods, buttery brown leather, and layered textures for a refined yet relaxed vibe.",0,"04/14/2026 09:40",https://www.instagram.com/p/DXHn7WrCQw4/,"IG carousel",,Lifetime,3858,43,5,1,5,1917,0
18173917255401852,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Discover our brand new look for spring, Club Classics. 

This timeless look wraps rich woods, velvet, and leather in a palette of earthy tones, creating a space that exudes character and vintage-inspired sophistication.",15,"04/13/2026 08:00",https://www.instagram.com/reel/DXFFZ97OM6F/,"IG reel",,Lifetime,13746,114,11,0,27,10450,173
18318680083282316,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Your new go-to spot for sunny days ☀️

Get your garden summer-ready with the Tignale sofa set - now with up to 20% off and free delivery!",0,"04/12/2026 06:00",https://www.instagram.com/p/DXCFMmhEimp/,"IG carousel",,Lifetime,7045,98,7,12,11,3532,0
17874520836575105,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Behind the scenes at number 46 👀🎬

Here’s how our new TV advert The Curtain Twitchers came to life.",64,"04/11/2026 01:00",https://www.instagram.com/reel/DW-9_sUONwJ/,"IG reel",,Lifetime,5041,105,42,7,6,3867,4
18059915693690224,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Storage, but make it beautiful ✨

The Sendai display cabinet brings quiet elegance to every day storage. A balance of form, function, and thoughtful design made to elevate the everyday.",0,"04/10/2026 08:10",https://www.instagram.com/p/DW9KdNVDVTd/,"IG carousel",,Lifetime,5635,36,4,1,5,2892,0
18063319118380587,17841444710710837,amelialucyhome,Amelia,"Ad | Come style my new bedside tables with me.

I shared on my stories recently that I’d been searching for the perfect wooden bedside tables with a marble top, but everything I found was either incredibly expensive or would have needed to be made fully bespoke.

Then I came across these from Barker and Stonehouse, the Tasso fluted mango wood bedside tables with a white marble top, and they’re exactly what I had in mind.

The quality is beautiful. The marble top is solid and weighty, and the whole piece feels really substantial and well made, with that luxurious feel you’d expect at a much higher price point.

They work so well with my new bed and really pull the whole room together. I love the more elevated feel they bring, it has that relaxed hotel, Soho Home style which I always aspire to create on a budget. They’re currently on sale as well.

@barkerandstonehouse #Ad #gifted",18,"04/09/2026 23:01",https://www.instagram.com/reel/DW8Llo3DBKY/,"IG reel",,Lifetime,116802,549,86,79,0,62771,115
